Column1;2;1000;10002;10003;10004;10005;1010;10102;10103;10104;10105;1020;10202;10203;10204;10205;1030;10302;10303;10304;10305;1040;10402;10403;10404;10405;1050;10502;10503;10504;10505;1060;10602;10603;10604;10605;1070;10702;10703;10704;10705;1080;10802;10803;10804;10805;1090;10902;10903;10904;10905;1100;11002;11003;11004;11005;1110;11102;11103;11104;11105;1120;11202;11203;11204;11205;1130;11302;11303;11304;11305;1140;11402;11403;11404;11405;1150;11502;11503;11504;11505;1160;11602;11603;11604;11605;1170;11702;11703;11704;11705;1180;11802;11803;11804;11805;1190;11902;11903;11904;11905;1200;12002;12003;12004;12005;1210;12102;12103;12104;12105;1220;12202;12203;12204;12205;1230;12302;12303;12304;12305;1240;12402;12403;12404;12405;1250;12502;12503;12504;12505;1260;12602;12603;12604;12605;1270;12702;12703;12704;12705;1280;12802;12803;12804;12805;1290;12902;12903;12904;12905;1300;13002;13003;13004;13005;1310;13102;13103;13104;13105;1320;13202;13203;13204;13205;1330;13302;13303;13304;13305;1340;13402;13403;13404;13405;1350;13502;13503;13504;13505;1360;13602;13603;13604;13605;1370;13702;13703;13704;13705;1380;13802;13803;13804;13805;1390;13902;13903;13904;13905;1400;14002;14003;14004;14005;1410;14102;14103;14104;14105;1420;14202;14203;14204;14205;1430;14302;14303;14304;14305;1440;14402;14403;14404;14405;1450;14502;14503;14504;14505;1460;14602;14603;14604;14605;1470;14702;14703;14704;14705;1480;14802;14803;14804;14805;1490;14902;14903;14904;14905;1500;15002;15003;15004;15005;1510;15102;15103;15104;15105;1520;15202;15203;15204;15205;1530;15302;15303;15304;15305;1540;15402;15403;15404;15405;1550;15502;15503;15504;15505;1560;15602;15603;15604;15605;1570;15702;15703;15704;15705;1580;15802;15803;15804;15805;1590;15902;15903;15904;15905;1600;16002;16003;16004;16005;1610;16102;16103;16104;16105;1620;16202;16203;16204;16205;1630;16302;16303;16304;16305;1640;16402;16403;16404;16405;1650;16502;16503;16504;16505;1660;16602;16603;16604;16605;1670;16702;16703;16704;16705;1680;16802;16803;16804;16805;1690;16902;16903;16904;16905;1700;17002;17003;17004;17005;1710;17102;17103;17104;17105;1720;17202;17203;17204;17205;1730;17302;17303;17304;17305;1740;17402;17403;17404;17405;1750;17502;17503;17504;17505;1760;17602;17603;17604;17605;1770;17702;17703;17704;17705;1780;17802;17803;17804;17805;1790;17902;17903;17904;17905;1800;18002;18003;18004;18005;1810;18102;18103;18104;18105;1820;18202;18203;18204;18205;1830;18302;18303;18304;18305;1840;18402;18403;18404;18405;1850;18502;18503;18504;18505;1860;18602;18603;18604;18605;1870;18702;18703;18704;18705;1880;18802;18803;18804;18805;1890;18902;18903;18904;18905;1900;19002;19003;19004;19005;1910;19102;19103;19104;19105;1920;19202;19203;19204;19205;1930;19302;19303;19304;19305;1940;19402;19403;19404;19405;1950;19502;19503;19504;19505;1960;19602;19603;19604;19605;1970;19702;19703;19704;19705;1980;19802;19803;19804;19805;1990;19902;19903;19904;19905;2000;20002;20003;20004;20005;2010;20102;20103;20104;20105;3
Current Sovereign States / Decades;before;1000;1000;1000;1000;1000;1010;1010;1010;1010;1010;1020;1020;1020;1020;1020;1030;1030;1030;1030;1030;1040;1040;1040;1040;1040;1050;1050;1050;1050;1050;1060;1060;1060;1060;1060;1070;1070;1070;1070;1070;1080;1080;1080;1080;1080;1090;1090;1090;1090;1090;1100;1100;1100;1100;1100;1110;1110;1110;1110;1110;1120;1120;1120;1120;1120;1130;1130;1130;1130;1130;1140;1140;1140;1140;1140;1150;1150;1150;1150;1150;1160;1160;1160;1160;1160;1170;1170;1170;1170;1170;1180;1180;1180;1180;1180;1190;1190;1190;1190;1190;1200;1200;1200;1200;1200;1210;1210;1210;1210;1210;1220;1220;1220;1220;1220;1230;1230;1230;1230;1230;1240;1240;1240;1240;1240;1250;1250;1250;1250;1250;1260;1260;1260;1260;1260;1270;1270;1270;1270;1270;1280;1280;1280;1280;1280;1290;1290;1290;1290;1290;1300;1300;1300;1300;1300;1310;1310;1310;1310;1310;1320;1320;1320;1320;1320;1330;1330;1330;1330;1330;1340;1340;1340;1340;1340;1350;1350;1350;1350;1350;1360;1360;1360;1360;1360;1370;1370;1370;1370;1370;1380;1380;1380;1380;1380;1390;1390;1390;1390;1390;1400;1400;1400;1400;1400;1410;1410;1410;1410;1410;1420;1420;1420;1420;1420;1430;1430;1430;1430;1430;1440;1440;1440;1440;1440;1450;1450;1450;1450;1450;1460;1460;1460;1460;1460;1470;1470;1470;1470;1470;1480;1480;1480;1480;1480;1490;1490;1490;1490;1490;1500;1500;1500;1500;1500;1510;1510;1510;1510;1510;1520;1520;1520;1520;1520;1530;1530;1530;1530;1530;1540;1540;1540;1540;1540;1550;1550;1550;1550;1550;1560;1560;1560;1560;1560;1570;1570;1570;1570;1570;1580;1580;1580;1580;1580;1590;1590;1590;1590;1590;1600;1600;1600;1600;1600;1610;1610;1610;1610;1610;1620;1620;1620;1620;1620;1630;1630;1630;1630;1630;1640;1640;1640;1640;1640;1650;1650;1650;1650;1650;1660;1660;1660;1660;1660;1670;1670;1670;1670;1670;1680;1680;1680;1680;1680;1690;1690;1690;1690;1690;1700;1700;1700;1700;1700;1710;1710;1710;1710;1710;1720;1720;1720;1720;1720;1730;1730;1730;1730;1730;1740;1740;1740;1740;1740;1750;1750;1750;1750;1750;1760;1760;1760;1760;1760;1770;1770;1770;1770;1770;1780;1780;1780;1780;1780;1790;1790;1790;1790;1790;1800;1800;1800;1800;1800;1810;1810;1810;1810;1810;1820;1820;1820;1820;1820;1830;1830;1830;1830;1830;1840;1840;1840;1840;1840;1850;1850;1850;1850;1850;1860;1860;1860;1860;1860;1870;1870;1870;1870;1870;1880;1880;1880;1880;1880;1890;1890;1890;1890;1890;1900;1900;1900;1900;1900;1910;1910;1910;1910;1910;1920;1920;1920;1920;1920;1930;1930;1930;1930;1930;1940;1940;1940;1940;1940;1950;1950;1950;1950;1950;1960;1960;1960;1960;1960;1970;1970;1970;1970;1970;1980;1980;1980;1980;1980;1990;1990;1990;1990;1990;2000;2000;2000;2000;2000;2010;2010;2010;2010;2010;Decades / Current Sovereign States
Current Sovereign States / Decades;before;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Decades / Current Sovereign States
United Kingdom;"927
Kingdom of England";"927
Kingdom of England";"927
Kingdom of England";"927
Kingdom of England";"927
Kingdom of England";"927
Kingdom of England";"927
Kingdom of England";"927
Kingdom of England";"927
Kingdom of England";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1016
Kingdom of England (Danelaw)";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1042
Kingdom of England";"1649
Commonwealth of England";"1649
Commonwealth of England";"1653
Commonwealth of England, Scotland and Ireland";"1653
Commonwealth of England, Scotland and Ireland";"1653
Commonwealth of England, Scotland and Ireland";"1659
Commonwealth of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1660
Kingdom of England";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1707
Kingdom of Great Britain";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1801
United Kingdom of Great Britain and Ireland";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";"1922
United Kingdom";United Kingdom
